0,210.506569,363.023932,
0,208.506003,348.005889,
0,206.34499,333.010468,
0,203.569783,318.118057,
0,199.713449,303.471726,
0,194.398133,289.290311,
0,188.077421,275.522439,
0,181.508142,261.870016,
0,175.4044,248.005349,
0,170.278049,233.752652,
0,166.555842,219.074714,
0,164.891461,204.032998,
0,165.823402,188.925023,
0,168.033299,173.936706,
0,169.785758,158.891259,
0,170.08282,143.749971,
0,169.556612,128.60844,
0,169.795243,113.469151,
0,175.275399,99.809965,
0,189.973483,99.213992,
0,204.277719,104.173718,
0,218.254998,110.019934,
0,232.412779,115.404852,
0,246.955112,119.64255,
0,261.71863,123.042569,
0,276.494083,126.391196,
0,291.092805,130.43923,
0,305.636123,134.68577,
0,320.329942,138.369318,
0,335.252642,140.965704,
0,350.265915,143.001305,
0,365.111548,145.975046,
0,378.711326,152.415257,
0,386.781317,164.972905,
0,388.835312,179.930741,
0,387.831347,195.036341,
0,385.347279,209.979517,
0,382.505111,224.861102,
0,380.55404,239.878425,
0,381.060423,254.98953,
0,385.019946,269.586454,
0,391.115313,283.450438,
0,397.906046,296.994042,
0,404.234112,310.757448,
0,410.033304,324.754306,
0,416.044676,338.660326,
0,422.874815,352.180141,
0,430.471286,365.288433,
0,437.783269,378.554226,
0,442.736326,392.804899,
0,437.850205,406.465816,
0,424.524261,413.404444,
0,409.637499,416.069829,
0,394.497721,416.198088,
0,379.387713,415.09933,
0,364.271561,414.098101,
0,349.133052,414.403574,
0,334.134652,416.492227,
0,319.430742,420.119287,
0,305.158743,425.184468,
0,291.246075,431.181013,
0,276.581958,434.677323,
0,261.761994,432.04989,
0,248.226617,425.300883,
0,236.086456,416.264523,
0,225.681133,405.283536,
0,217.956394,392.292869,
0,213.219293,377.924468,
65.444721,213.750958,360.90872,
65.444721,211.622999,346.017439,
65.444721,209.27958,331.159076,
65.444721,206.273883,316.422161,
65.444721,202.137197,301.965544,
65.444721,196.53295,288.012124,
65.444721,189.97756,274.474291,
65.444721,183.238249,261.025997,
65.444721,177.032794,247.325669,
65.444721,171.850943,233.208477,
65.444721,168.07394,218.656129,
65.444721,166.297646,203.735089,
65.444721,167.014665,188.722752,
65.444721,168.97075,173.808318,
65.444721,170.490046,158.84604,
65.444721,170.604118,143.810034,
65.444721,169.938334,128.782285,
65.444721,170.072264,113.7504,
65.444721,175.498202,100.190438,
65.444721,190.098118,99.469263,
65.444721,204.357843,104.22378,
65.444721,218.296455,109.879745,
65.444721,232.394306,115.11756,
65.444721,246.857981,119.237719,
65.444721,261.538549,122.513903,
65.444721,276.242933,125.683689,
